moodle  (All Fields)
Time span:1945-2021. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Pedagogical use of the Moodle virtual learning environment to support live class","Santos, Simone Andrade; Viegas, Shirley Ribeiro; Hepp Rehfeldt, Marcia Jussara; Marche, Miriam Ines","","","","REVISTA EDAPECI-EDUCACAO A DISTANCIA E PRATICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS","JAN-APR 2016","2016","16","1","","","","78","94","","10.29276/redapeci.2016.16.13897.78-94","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Extended classroom, an old novelty. Experience in the course Contracts, Centro Universitario de Salto, Udelar","Sasias, Laura; Anzuatte, Natalia","","","","INTERCAMBIOS-DILEMAS Y TRANSICIONES DE LA EDUCACION SUPERIOR","2016","2016","3","1","","","","130","135","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DEVELOPMENT OF A PEDAGOGICAL MODEL FOR A DISTANCE LEARNING COURSE OF AUTOCAD 2D SOFTWARE","Schwetz, Paulete Fridman; Malta, Maria Paula C.; Borba, Vinicius; Andretta, Franciele","","","Bohemia, E; Buck, L; Eriksen, K; Kovacevic, A; Ovesen, N; Tollestrup, C","DESIGN EDUCATION: COLLABORATION AND CROSS-DISCIPLINARY","2016","2016","","","","","","714","719","","","18th International Conference on Engineering and Product Design Education (E&PDE)","SEP 08-09, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"An EDM Approach to the Analysis of Students' Engagement in Online Courses from Constructs of the Transactional Distance","Sedraz Silva, Joao C.; Ramos, Jorge L. C.; Gomes, Alex Sandro; de Souza, Fernando d. F.; Rodrigues, Rodrigo Lins; Andrade Maciel, Alexandre Magno","","","Spector, JM; Tsai, CC; Sampson, DG; Kinshuk; Huang, R; Chen, NS; Resta, P","2016 IEEE 16TH INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES (ICALT)","2016","2016","","","","","","230","231","","10.1109/ICALT.2016.17","16th IEEE International Conference on Advanced Learning Technologies (ICALT)","JUL 25-28, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Digital Textbook for Vocationally-Oriented Informative Reading in the Research University","Semenova, Natalia V.; Svyatkina, Elena A.","","","Chugunov, AV; Bolgov, R; Kabanov, Y; Kampis, G; Wimmer, M","DIGITAL TRANSFORMATION AND GLOBAL SOCIETY","2016","2016","674","","","","","363","369","","10.1007/978-3-319-49700-6_34","1st International Conference on Digital Transformation and Global Society (DTGS)","JUN 22-24, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Framework for Improving Web Based e-Learning Interactivity","Simic, Goran P.; Pantic, Stefan T.; Jevremovic, Akelsandar D.","","","","2016 24TH TELECOMMUNICATIONS FORUM (TELFOR)","2016","2016","","","","","","897","900","","","24th Telecommunications Forum (TELFOR)","NOV 22-23, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Automated Checking of Matlab Script Functionality","Souc, Miroslav; Zakova, Katarina","","","","PROCEEDINGS OF 2016 13TH INTERNATIONAL CONFERENCE ON REMOTE ENGINEERING AND VIRTUAL INSTRUMENTATION (REV)","2016","2016","","","","","","430","434","","","13th International Conference on Remote Engineering and Virtual Instrumentation (REV)","FEB 24-26, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SEISMOCODE: A PRELIMINARY EVALUATION OF AN ON-LINE VIRTUAL PLATFORM FOR LLL IN THE FIELD OF SEISMIC DESIGN","Stefan, L.; Pascu, R.; Craifaleanu, I. G.; Anicai, O.","","","Chova, LG; Martinez, AL; Torres, IC","ICERI2016: 9TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","2016","2016","","","","","","3512","3520","","","9th Annual International Conference of Education, Research and Innovation (iCERi)","NOV 14-16, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MAKING MOODLE SEMANTIC","Steinmetz, Nadine","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN16: 8TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2016","2016","","","","","","6297","6303","","","8th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 04-06, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LEARNING ANALYTICS VIEW TO STUDENTS' HOMEWORK ACTIVITY IN ENGINEERING PHYSICS","Suhonen, Sami","","","Chova, LG; Martinez, AL; Torres, IC","INTED2016: 10TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2016","2016","","","","","","3998","4005","","","10th International Technology, Education and Development Conference (INTED)","MAR 07-09, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Designing a Multilanguage Blended Learning System for Thai Agricultural Science Students","Taechatanasat, Pornchai; Armstrong, Leisa; Nilsook, Prachyanun","","","","PROCEEDINGS OF 2016 IEEE INTERNATIONAL CONFERENCE ON TEACHING, ASSESSMENT, AND LEARNING FOR ENGINEERING (TALE)","2016","2016","","","","","","131","138","","","5th IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)","DEC 07-09, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Accessibility Metadata to improve OER Adaptability","Temesio, Silvana; Motz, Regina","","","Rivas, MC; Cechinel, C; Chacon, IA; Alfaro, AF","2016 XI LATIN AMERICAN CONFERENCE ON LEARNING OBJECTS AND TECHNOLOGY (LACLO)","2016","2016","","","","","","285","290","","","11th Latin American Conference on Learning Objects and Technologies (LACLO)","OCT 03-07, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Using WebQuest and Wiki Activities in Chemistry Courses: Pre-Service Elementary Teachers' Views and their Motivation to Learn Chemistry","Tepe, Tansel; Ilhan, Nail; Inceoglu, Mustafa Murat","","","","CROATIAN JOURNAL OF EDUCATION-HRVATSKI CASOPIS ZA ODGOJ I OBRAZOVANJE","2016","2016","18","3","","","","899","933","","10.15516/cje.v18i3.2001","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE ADVANTAGES AND CHALLENGES OF EMPLOYING E-LEARNING FOR TEACHING AND LEARNING ESTONIAN","Teral, Maarika","","","Chova, LG; Martinez, AL; Torres, IC","ICERI2016: 9TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","2016","2016","","","","","","290","294","","10.21125/iceri.2016.1067","9th Annual International Conference of Education, Research and Innovation (iCERi)","NOV 14-16, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ANALYSIS OF PROMOTIONAL STRATEGIES IN PRIMARY SCHOOLS","Toblova, Eva","","","Bratianu, C; Zbuchea, A; Pinzaru, F; Leon, RD; Vatamanescu, EM","STRATEGICA: OPPORTUNITIES AND RISKS IN THE CONTEMPORARY BUSINESS ENVIRONMENT","2016","2016","","","","","","272","282","","","4th International Academic Conference Strategica","OCT 20-21, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Recommending Physics Exercises in Moodle Based on Hierarchical Competence Profiles","Todtli, Beat; Laner, Monika; Semenov, Jouri; Paoli, Beatrice","","","Verbert, K; Sharples, M; Klobucar, T","ADAPTIVE AND ADAPTABLE LEARNING, EC-TEL 2016","2016","2016","9891","","","","","669","672","","10.1007/978-3-319-45153-4_88","11th European Conference on Technology-Enhanced Learning (EC-TEL)","SEP 13-16, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MOODLE AS THE MEAN OF IMPROVEMENT OF AUTOEDUCATION OF STUDENTS","Tomkova, Viera","","","","SGEM 2016, BK 1: PSYCHOLOGY AND PSYCHIATRY, SOCIOLOGY AND HEALTHCARE, EDUCATION CONFERENCE PROCEEDINGS, VOL III","2016","2016","","","","","","643","650","","","3rd International Multidisciplinary Scientific Conference on Social Sciences and Arts, SGEM 2016","AUG 24-30, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CONTRIBUTION OF PRACTICAL ACTIVITIES TO THE ASSESSMENT OF EXPERIMENTAL SCIENCES SUBJECTS","Trillo, Paz; Pastor, Isidro M.; Baeza, Alejandro; Alonso, Diego A.; Guillena, Gabriela; Martinez, Regina; Blasco, Inmaculada; Gonzalez, Susana; Ramon, Diego J.; Gomez, Cecilia","","","Chova, LG; Martinez, AL; Torres, IC","INTED2016: 10TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2016","2016","","","","","","973","982","","","10th International Technology, Education and Development Conference (INTED)","MAR 07-09, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Something Old, Something New, Something Borrowed, Something Blue","Turusheva, Larissa; Civzele, Olga","","","Dislere, V","RURAL ENVIRONMENT. EDUCATION. PERSONALITY. (REEP)","2016","2016","","9","","","","355","361","","","9th International Scientific Conference on Rural Environment, Education and Personality (REEP)","MAY 13-14, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ORGANIZATION OF A SELECTED LIFELONG COMBINED UNIVERSITY PROGRAM","Urbancova, Hana; Kucirkova, Lenka","","","Flegl, M; Houska, M; Krejci, I","PROCEEDINGS OF THE 13TH INTERNATIONAL CONFERENCE EFFICIENCY AND RESPONSIBILITY IN EDUCATION","2016","2016","","","","","","602","609","","","13th International Conference Efficiency and Responsibility in Education (ERIE)","JUN 02-03, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE USE OF ICT AND THE FLIPPED LEARNING METHODOLOGY TO CLOSE THE SUBJECT'S PRACTICES TO THE LABOUR MARKET","Urbano-Lopez de Meneses, Beatriz; Gomez-Barrios, Xiomar A.; Martinez-Moran, Olegario; Elena Sanchez-Moran, Marta; Moran, Antonio; Gonzalez-Andres, Fernando","","","Chova, LG; Martinez, AL; Torres, IC","ICERI2016: 9TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","2016","2016","","","","","","2113","2119","","","9th Annual International Conference of Education, Research and Innovation (iCERi)","NOV 14-16, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DEVELOPMENT AND IMPLEMENTATION OF E-PORTFOLIOS FOR STUDENTS IN NUTRITION AND DIETETICS DEGREE DURING THEIR PRACTICUM","Urpi-Sarda, Mireia; Illan, Montserrat; Torrado, Xavier; Antonia Lizarraga, Maria; Andres-Lacueva, Cristina; Farran-Codina, Andreu; Llorach, Rafael; Amat, Concepcio","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN16: 8TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2016","2016","","","","","","5323","5329","","","8th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 04-06, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A PROPOSAL FOR DESIGNING STRATEGIES AND CONTENT IN A PROFESSIONAL DEVELOPMENT PROGRAM ON ICT INTEGRATION","Uslu, Nilufer Atman; Usluel, Yasemin Kocak","","","Chova, LG; Martinez, AL; Torres, IC","INTED2016: 10TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2016","2016","","","","","","778","784","","","10th International Technology, Education and Development Conference (INTED)","MAR 07-09, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Applying the Community of Inquiry Framework to explore sense of community on Moodle","Vaghjee, Havisha; Panchoo, Shireen","","","","2016 IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND INNOVATIVE BUSINESS PRACTICES FOR THE TRANSFORMATION OF SOCIETIES (EMERGITECH)","2016","2016","","","","","","378","383","","","IEEE International Conference on Emerging Technologies and Innovative Business Practices for the Transformation of Societies (IEEE EmergiTech)","AUG 03-06, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Some Opportunities for Integrating Activities in the Creation of Electronic Textbook","Vasileva, Svetlana; Vasilev, Delyan; Culciar, Alina","","","","PROCEEDINGS OF THE 2016 SAI COMPUTING CONFERENCE (SAI)","2016","2016","","","","","","881","885","","","SAI Computing Conference (SAI)","JUL 13-15, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
