moodle  (All Fields)
Time span:1945-2021. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"USING CALL TO TEACH CALL: STUDENT-CREATED MOODLE COURSES AS A MEANS TO SOLIDIFY KNOWLEDGE OF ONLINE CALL RESOURCES","Sick, J.","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN13: 5TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2013","2013","","","","","","2964","2964","","","5th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Using Feature Selection and Association Rule Mining to Evaluate Digital Courseware","Singh, Shaveen; Lal, Sunil Pranit","","","","2013 ELEVENTH INTERNATIONAL CONFERENCE ON ICT AND KNOWLEDGE ENGINEERING (ICT&KE)","2013","2013","","","","","","","","","","11th International Conference on ICT and Knowledge Engineering (ICT and KE)","NOV 20-22, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INNOVATION ADOPTION: LESSONS FROM A TOP-DOWN INITIATIVE","Sitman, R.; Spector-Cohen, E.","","","Chova, LG; Martinez, AL; Torres, IC","7TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2013)","2013","2013","","","","","","1995","1995","","","7th International Technology, Education and Development Conference (INTED)","MAR 04-06, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Managing Team Work Submissions in Large Moodle Courses in Order to Generate Course Portfolios","Sousa, Armando; Matos, Rodolfo","","","Rocha, A; Reis, LP; Cota, MP; Painho, M; Neto, MC","PROCEEDINGS OF THE 2013 8TH IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES (CISTI 2013)","2013","2013","","","","","","","","","","8th Iberian Conference on Information Systems and Technologies (CISTI)","JUN 19-22, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TRIALS AND TRIBULATIONS OF USING COMPUTERS IN LANGUAGE LEARNING","Stankova, Eva","","","Hruby, M","DISTANCE LEARNING, SIMULATION AND COMMUNICATION 2013","2013","2013","","","","","","152","158","","","International Conference on Distance Learning, Simulation and Communication / CATE 2013","MAY 21-23, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PUTTING THE PENCIL DOWN: SELECTED ISSUES OF WEB-BASED LANGUAGE TESTING","Sudicky, Petr; Juhanak, Libor; Chromec, Jakub","","","Chova, LG; Martinez, AL; Torres, IC","6TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2013)","2013","2013","","","","","","4432","4442","","","6th International Conference on Education, Research and Innovation (ICERI)","NOV 18-20, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Traing Design and Implementation of Stimulating Students' Learning Motivation of University Novice Teachers Based on Web","Sun, Lina; Wang, Linlin; Wang, Ying; Chen, Yuanlin","","","Khaddaj, S","2013 12TH INTERNATIONAL SYMPOSIUM ON DISTRIBUTED COMPUTING AND APPLICATIONS TO BUSINESS, ENGINEERING & SCIENCE (DCABES)","2013","2013","","","","","","191","194","","10.1109/DCABES.2013.41","12th International Symposium on Distributed Computing and Applications to Business, Engineering and Science (DCABES)","SEP 02-04, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"USING TECHNOLOGY TO ENHANCE STUDENT LEARNING: A CASE STUDY OF PRISON OFFICER ENGAGEMENT ON A 'BLENDED LEARNING' PROGRAMME IN THE REPUBLIC OF IRELAND","Timmons, Fergus; Sludds, Kevin","","","Chova, LG; Martinez, AL; Torres, IC","7TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2013)","2013","2013","","","","","","626","634","","","7th International Technology, Education and Development Conference (INTED)","MAR 04-06, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Entrepreneurship by E-learning for Adults","Tiron-Tudor, Adriana; Cardos, V. D.; Cardos, I. R.","","","Patrut, B","SMART 2013: SOCIAL MEDIA IN ACADEMIA: RESEARCH AND TEACHING","2013","2013","","","","","","33","37","","","International Conference on Social Media in Academia - Research and Teaching (SMART)","JUN 06-09, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AUGMENTED LEARNING UNCOVERED: FIVE ELEARNING SOLUTIONS TESTED AND COMPARED","Torrisi, Giovanni","","","Chova, LG; Martinez, AL; Torres, IC","6TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2013)","2013","2013","","","","","","2396","2399","","","6th International Conference on Education, Research and Innovation (ICERI)","NOV 18-20, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Secure Online Exams on Thin Client","Treenantharath, Tassanan; Sutheebanjard, Phaisarn","","","","2013 ELEVENTH INTERNATIONAL CONFERENCE ON ICT AND KNOWLEDGE ENGINEERING (ICT&KE)","2013","2013","","","","","","","","","","11th International Conference on ICT and Knowledge Engineering (ICT and KE)","NOV 20-22, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"STUDENT'S INTEREST IN LEARNING IS IMPROVED USING INFORMATION AND COMMUNICATIONS TECHNOLOGY","Tzanakou, E.; Sofianopoulou, Ch.","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN13: 5TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2013","2013","","","","","","6237","6241","","","5th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PERSPECTIVES FOR NEW FRAMEWORK OF TEACHING - LEARNING FOREIGN LANGUAGE WITH MOODLE","Urboniene, Jurate; Koveriene, Indre","","","","CHANGES IN SOCIAL AND BUSINESS ENVIRONMENT (CISABE'13)","2013","2013","","","","","","197","206","","","5th International Scientific Conference on Changes in Social and Business Environment (CISABE)","NOV 07-08, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CLOUD COMPUTING AS DIDACTIC TOOL IN E-LEARNING","Valencia Perez, L. R.; Lamadrid Alvarez, A.; Pena Aguilar, J. M.; Pastrana Palma, A.; Castaneda Olalde, A.; Valencia Perez, H. F.; Torres Torres, H.; Munoz Guevara, E.","","","Chova, LG; Martinez, AL; Torres, IC","7TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2013)","2013","2013","","","","","","5913","5922","","","7th International Technology, Education and Development Conference (INTED)","MAR 04-06, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CLOUD COMPUTING AS DIDACTIC TOOL IN E-LEARNING","Valencia Perez, L. R.; Lamadrid Alvarez, Alberto; Pena Aguilar, J. M.; Pastrana Palma, Alberto; Castaneda Olalde, Arturo; Valencia Perez, H. F.; Torres Torres, Hiliana; Munoz Guevara, Epigmenio","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN13: 5TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2013","2013","","","","","","5242","5251","","","5th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTELLIGENT TUTORING INTERFACE FOR TECHNOLOGY ENHANCED LEARNING WITH MOODLE","Verdu Perez, Elena; De Castro Fernandez, Juan Pablo; Verdu Perez, Maria Jesus; Regueras Santos, Luisa; Henning, Peter A.","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN13: 5TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2013","2013","","","","","","2869","2870","","","5th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CONNECTING MOODLE IN THE FACEBOOK SOCIAL NETWORK FOR IMPROVING TEACHING LEARNING PROCESS AT UNIVERSIDAD POLITECNICA DE CARTAGENA","Victoria Bueno-Delgado, M.; Pavon-Marino, Pablo","","","Chova, LG; Martinez, AL; Torres, IC","7TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2013)","2013","2013","","","","","","4367","4375","","","7th International Technology, Education and Development Conference (INTED)","MAR 04-06, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Multimodal e-Learning Environment For Orthopedics: Design and Implementation Challenges","Virvilis, V.; Perantonis, S.; Zagoris, K.; Pratikakis, I.","","","Petre, E; Brezovan, M","2013 17TH INTERNATIONAL CONFERENCE ON SYSTEM THEORY, CONTROL AND COMPUTING (ICSTCC)","2013","2013","","","","","","728","732","","","17th International Conference System Theory, Control and Computing (ICSTCC)","OCT 11-13, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Research for Supporting Emotional Education of Network Based on Moodle","Wang, Li; Liu, Chungui; Yuan, Huting","","","Zhang, J; Wang, ZJ; Zhu, SR; Meng, XM","INFORMATION TECHNOLOGY APPLICATIONS IN INDUSTRY, PTS 1-4","2013","2013","263-266","","1-4","","","3410","3413","","10.4028/www.scientific.net/AMM.263-266.3410","International Conference on Information Technology and Management Innovation (ICITMI2012)","NOV 10-11, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Correlational Study of Online Bilingual Corpus Consultation and EFL Students' Learning of Verb-Noun Collocations","Wei, Huangfu","","","Chang, W; Zhang, T","2013 FOURTH INTERNATIONAL CONFERENCE ON EDUCATION AND SPORTS EDUCATION (ESE 2013), PT I","2013","2013","11","","","","","9","13","","","4th International Conference on Education and Sports Education (ESE)","APR 11-12, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Design and Development of Network Teaching Platform Based on Moodle Task Drive Type","Xia Yaowen","","","Li, P","PROCEEDINGS OF THE 2013 CONFERENCE ON EDUCATION TECHNOLOGY AND MANAGEMENT SCIENCE (ICETMS 2013)","2013","2013","","","","","","1077","1080","","","Conference on Education Technology and Management Science (ICETMS)","JUN 08-09, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Design and Development of Network Learning Evaluation System Based on the Moodle platform","Xia Yaowen","","","Li, P","PROCEEDINGS OF THE 2013 CONFERENCE ON EDUCATION TECHNOLOGY AND MANAGEMENT SCIENCE (ICETMS 2013)","2013","2013","","","","","","1081","1086","","","Conference on Education Technology and Management Science (ICETMS)","JUN 08-09, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Research on Taking Moodle as a Platform for Undergraduate Nursing Just-In-Time-Teaching","Xu Juling","","","Hung, JK; Fan, R; Zhao, H","PROCEEDINGS OF THE SIXTH INTERNATIONAL SYMPOSIUM: EDUCATION INNOVATION AND DUNHUANG CULTURE ENGINEERING","2013","2013","","","","","","30","34","","","6th International Symposium on Education Innovation and Dunhuang Culture Engineering","JUL 19-22, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Implementation of Self-Exploration Learning Mode on Moodle","Yang, Yanpin; Yu, Keguang; Wang, Xiaojun","","","Hu, J","SOCIAL SCIENCES AND SOCIETY","2013","2013","7","","","","","376","380","","","2nd International Conference on Social Sciences and Society (ICSSS 2012)","NOV 01-02, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Practical Teaching Application of Moodle in Promoting "Double Certificate" Training Mechanism-Taking Photography Course as an Example","Yuan Jiugen; Xing Ruonan","","","","PROCEEDINGS OF THE 2013 8TH INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE & EDUCATION (ICCSE 2013)","2013","2013","","","","","","1459","1462","","","8th International Conference on Computer Science and Education (ICCSE)","APR 26-28, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Augmented Reality Based on Occlusion Recovery","Yuan, Yuan; Liu, Wen-cai","","","","2013 3RD INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND NETWORK TECHNOLOGY (ICCSNT)","2013","2013","","","","","","1162","1165","","","3rd International Conference on Computer Science and Network Technology (ICCSNT)","OCT 12-13, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Can e-Learning Identify Poor Performers in Medical School?","Yukawa, Hitomi; Breugelmans, Raoul; Izumi, Takashi; Izumi, Miki","","","Ciussi, M; Augier, M","PROCEEDINGS OF THE 12TH EUROPEAN CONFERENCE ON E-LEARNING (ECEL 2013)","2013","2013","","","","","","538","545","","","12th European Conference e-Learning (ECEL)","OCT 30-31, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Didactical Aspects of Organization of Practical Problem Solving in Mathematics in E-environment","Zeidmane, Anda; Duka, Vita","","","Lee, G","SOCIAL SCIENCE AND HEALTH","2013","2013","19","","","","","134","139","","","International Conference on Social Science and Health (ICSSH 2013)","JAN 30-31, 2012-2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The application of ontology model in knowledge retrieval and recommendation","Zhang, Liang; Zhang, Yuanfeng","","","Farag, AA","PROCEEDINGS OF 3RD INTERNATIONAL CONFERENCE ON MULTIMEDIA TECHNOLOGY (ICMT-13)","2013","2013","84","","","","","96","104","","","3rd International Conference on Multimedia Technology (ICMT)","NOV 29-DEC 01, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Socio-constructivist and Collaborative Models in the Use of ICTS in Initial Teacher Education","Diez Gutierrez, Enrique Javier","","","","REVISTA DE EDUCACION","MAY-AUG 2012","2012","","358","","","","175","196","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Development of a petroleum knowledge tutorial system for university and corporate training","Francesca, Verga; Christoforos, Benetatos; Quinto, Sacchi; Roberto, Carta","","","","PETROLEUM SCIENCE","MAR 2012","2012","9","1","","","","110","120","","10.1007/s12182-012-0191-z","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SYNCHRONOUS DISTANCE LEARNING FOR UNDERGRADUATE THERMAL ENGINEERING COURSES: TRIALS AND IMPROVEMENTS","Abdelmessih, Amanie N.; Gendelman, Irina","","","","2012 ASEE ANNUAL CONFERENCE","2012","2012","","","","","","","","","","ASEE Annual Conference","JUN 10-13, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"VIRTUAL LEARNING ENVIRONMENTS VERSUS VIRTUAL LEARNING PROCESS ENVIRONMENTS","Adesina, Ayodeji; Molloy, Derek","","","Nunes, MB; McPherson, M","PROCEEDINGS OF THE IADIS INTERNATIONAL CONFERENCE E-LEARNING 2012","2012","2012","","","","","","71","81","","","IADIS International Conference E-Learning Part of the IADIS Multi Conference on Computer Science and Information Systems","JUL 17-23, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENHANCING UNIVERSITY TEACHERS' INFORMATION AND COMMUNICATION TECHNOLOGY USAGE BY USING A VIRTUAL LEARNING ENVIRONMENT TRAINING COURSE","Ageel, Mohammed; Woollard, John","","","Chova, LG; Martinez, AL; Torres, IC","INTED2012: INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2012","2012","","","","","","5599","5606","","","6th International Conference of Technology, Education and Development (INTED)","MAR 05-07, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NEW TECHNOLOGIES AS A TOOL IN CLASSROOM TEACHING PRACTICES","Aguado, Itziar; Barrutia, Jose M.; Echebarria, Carmen","","","Chova, LG; Torres, IC; Martinez, AL","EDULEARN12: 4TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2012","2012","","","","","","4877","4884","","","4th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 02-04, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"USING LECTURE RECORDINGS TO SUPPORT CURRICULUM CHANGES IN THE EUROPEAN CONVERGENCE PROCESS","Aguirre, S.; Barra, E.; Quemada, J.; Pastor, J. Y.","","","Chova, LG; Torres, IC; Martinez, AL","EDULEARN12: 4TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2012","2012","","","","","","6986","6996","","","4th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 02-04, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MOODLE WORKSHOP FOR STAFF OF COLLEGE OF AGRICULTURAL AND MARINE SCIENCES","Al-Kharusi, L. M.; Hall, Andrea; Al-Yahyai, R. A.","","","Chova, LG; Martinez, AL; Torres, IC","INTED2012: INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2012","2012","","","","","","2683","2691","","","6th International Conference of Technology, Education and Development (INTED)","MAR 05-07, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ATENEA UPC AND THE NEW "ACTIVITY STREAM" OR "WALL" FEATURE","Alcober, Jesus; Sanchez, Oriol; Otero, Javier; Marti, Ramon","","","Chova, LG; Torres, IC; Martinez, AL","EDULEARN12: 4TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2012","2012","","","","","","853","859","","","4th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 02-04, 2012","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
